09ee5931da9d620237fee0942cf1556a39f85ea3,e0880e263e4bf8662ba3848405200473a25dfc9,src/server/src/main/java/org/apache/accumulo/server/tabletserver/TabletServer.java,src/server/src/main/java/org/apache/accumulo/server/tabletserver/TabletServer.java,https://github.com/apache/accumulo,ACCUMULO
09ee5931da9d620237fee0942cf1556a39f85ea3,e0880e263e4bf8662ba3848405200473a25dfc9,src/server/src/main/java/org/apache/accumulo/server/tabletserver/TabletServer.java,src/server/src/main/java/org/apache/accumulo/server/tabletserver/TabletServer.java,https://github.com/apache/accumulo,ACCUMULO
a271441e75a7d46cfb630a078e5b816a73addfdb,e0880e263e4bf8662ba3848405200473a25dfc9,src/core/src/main/java/org/apache/accumulo/core/client/admin/TableOperations.java,src/core/src/main/java/org/apache/accumulo/core/client/admin/TableOperations.java,https://github.com/apache/accumulo,ACCUMULO
a271441e75a7d46cfb630a078e5b816a73addfdb,e0880e263e4bf8662ba3848405200473a25dfc9,src/core/src/main/java/org/apache/accumulo/core/client/admin/TableOperationsImpl.java,src/core/src/main/java/org/apache/accumulo/core/client/admin/TableOperationsImpl.java,https://github.com/apache/accumulo,ACCUMULO
a271441e75a7d46cfb630a078e5b816a73addfdb,e0880e263e4bf8662ba3848405200473a25dfc9,src/core/src/main/java/org/apache/accumulo/core/client/admin/TableOperationsImpl.java,src/core/src/main/java/org/apache/accumulo/core/client/admin/TableOperationsImpl.java,https://github.com/apache/accumulo,ACCUMULO
7ac5a27fac254f59fd6ac831fc3508d4e25909aa,aa3baf47f2efc07d4ca5210d2fe55efa8e0c7b3,src/core/src/main/java/org/apache/accumulo/core/client/Connector.java,src/core/src/main/java/org/apache/accumulo/core/client/Connector.java,https://github.com/apache/accumulo,ACCUMULO
a271441e75a7d46cfb630a078e5b816a73addfdb,e0880e263e4bf8662ba3848405200473a25dfc9,src/core/src/main/java/org/apache/accumulo/core/client/Connector.java,src/core/src/main/java/org/apache/accumulo/core/client/Connector.java,https://github.com/apache/accumulo,ACCUMULO
7ac5a27fac254f59fd6ac831fc3508d4e25909aa,aa3baf47f2efc07d4ca5210d2fe55efa8e0c7b3,src/core/src/main/java/org/apache/accumulo/core/client/impl/ConnectorImpl.java,src/core/src/main/java/org/apache/accumulo/core/client/impl/ConnectorImpl.java,https://github.com/apache/accumulo,ACCUMULO
a271441e75a7d46cfb630a078e5b816a73addfdb,e0880e263e4bf8662ba3848405200473a25dfc9,src/core/src/main/java/org/apache/accumulo/core/client/impl/ConnectorImpl.java,src/core/src/main/java/org/apache/accumulo/core/client/impl/ConnectorImpl.java,https://github.com/apache/accumulo,ACCUMULO
c8daf3dd8a52be3508544eb9694a1d71126e6398,c31bf3aa2092782c65bf23839aac442f44127b39,src/start/src/main/java/org/apache/accumulo/start/classloader/AccumuloClassLoader.java,src/start/src/main/java/org/apache/accumulo/start/classloader/AccumuloClassLoader.java,https://github.com/apache/accumulo,ACCUMULO
